Date,Time,CO(GT),NO2(GT),AQI_Friction
06/06/2004,23.00.00,1.7,98.0,83.0
07/06/2004,00.00.00,1.4,95.0,75.5
07/06/2004,01.00.00,0.8,64.0,48.0
07/06/2004,02.00.00,0.4,38.0,27.0
07/06/2004,05.00.00,0.5,40.0,30.0
07/06/2004,06.00.00,1.5,76.0,68.0
07/06/2004,07.00.00,2.6,90.0,97.0
07/06/2004,08.00.00,4.3,118.0,145.0
07/06/2004,09.00.00,3.1,118.0,121.0
07/06/2004,10.00.00,2.9,122.0,119.0
07/06/2004,11.00.00,2.5,120.0,110.0
07/06/2004,12.00.00,1.9,132.0,104.0
07/06/2004,13.00.00,2.5,115.0,107.5
07/06/2004,14.00.00,2.5,127.0,113.5
07/06/2004,15.00.00,2.8,126.0,119.0
07/06/2004,16.00.00,2.3,113.0,102.5
07/06/2004,17.00.00,3.3,124.0,128.0
07/06/2004,18.00.00,2.8,108.0,110.0
07/06/2004,19.00.00,4.8,142.0,167.0
07/06/2004,20.00.00,2.5,125.0,112.5
07/06/2004,21.00.00,2.0,116.0,98.0
07/06/2004,22.00.00,1.8,101.0,86.5
07/06/2004,23.00.00,1.7,101.0,84.5
08/06/2004,00.00.00,1.3,92.0,72.0
08/06/2004,01.00.00,0.7,55.0,41.5
08/06/2004,02.00.00,0.5,42.0,31.0
08/06/2004,04.00.00,0.3,30.0,21.0
08/06/2004,05.00.00,0.5,40.0,30.0
08/06/2004,06.00.00,1.4,69.0,62.5
08/06/2004,07.00.00,3.3,100.0,116.0
08/06/2004,08.00.00,5.8,125.0,178.5
08/06/2004,09.00.00,5.0,174.0,187.0
08/06/2004,10.00.00,3.5,171.0,155.5
08/06/2004,11.00.00,2.9,149.0,132.5
08/06/2004,12.00.00,2.5,124.0,112.0
08/06/2004,13.00.00,2.3,119.0,105.5
08/06/2004,14.00.00,2.4,130.0,113.0
08/06/2004,15.00.00,2.6,143.0,123.5
08/06/2004,17.00.00,3.5,183.0,161.5
08/06/2004,18.00.00,3.9,161.0,158.5
08/06/2004,19.00.00,4.5,170.0,175.0
08/06/2004,20.00.00,3.8,143.0,147.5
08/06/2004,21.00.00,2.8,123.0,117.5
08/06/2004,22.00.00,1.7,89.0,78.5
08/06/2004,23.00.00,1.2,67.0,57.5
09/06/2004,00.00.00,1.6,81.0,72.5
09/06/2004,01.00.00,1.0,54.0,47.0
09/06/2004,02.00.00,0.9,57.0,46.5
09/06/2004,04.00.00,0.5,51.0,35.5
09/06/2004,05.00.00,0.5,58.0,39.0
09/06/2004,06.00.00,1.0,69.0,54.5
09/06/2004,07.00.00,3.5,107.0,123.5
09/06/2004,08.00.00,6.4,151.0,203.5
09/06/2004,09.00.00,2.9,146.0,131.0
09/06/2004,10.00.00,3.4,165.0,150.5
09/06/2004,11.00.00,2.8,159.0,135.5
09/06/2004,12.00.00,2.8,174.0,143.0
09/06/2004,13.00.00,2.8,167.0,139.5
09/06/2004,14.00.00,2.3,137.0,114.5
09/06/2004,15.00.00,1.8,116.0,94.0
09/06/2004,16.00.00,2.0,125.0,102.5
09/06/2004,17.00.00,3.5,194.0,167.0
09/06/2004,18.00.00,4.9,222.0,209.0
09/06/2004,19.00.00,4.6,206.0,195.0
09/06/2004,20.00.00,3.4,162.0,149.0
09/06/2004,21.00.00,2.7,132.0,120.0
09/06/2004,22.00.00,1.9,107.0,91.5
09/06/2004,23.00.00,1.5,84.0,72.0
10/06/2004,00.00.00,1.0,61.0,50.5
10/06/2004,01.00.00,0.7,42.0,35.0
10/06/2004,02.00.00,1.0,66.0,53.0
10/06/2004,05.00.00,0.9,76.0,56.0
10/06/2004,06.00.00,1.2,78.0,63.0
10/06/2004,07.00.00,2.9,104.0,110.0
10/06/2004,08.00.00,4.8,139.0,165.5
10/06/2004,09.00.00,4.3,166.0,169.0
10/06/2004,10.00.00,3.1,151.0,137.5
10/06/2004,11.00.00,2.4,134.0,115.0
10/06/2004,12.00.00,2.8,148.0,130.0
10/06/2004,13.00.00,2.5,126.0,113.0
10/06/2004,14.00.00,2.6,144.0,124.0
10/06/2004,15.00.00,2.3,133.0,112.5
10/06/2004,16.00.00,2.4,139.0,117.5
10/06/2004,17.00.00,3.5,178.0,159.0
10/06/2004,18.00.00,4.8,206.0,199.0
10/06/2004,19.00.00,5.1,211.0,207.5
10/06/2004,20.00.00,4.7,180.0,184.0
10/06/2004,21.00.00,2.4,116.0,106.0
10/06/2004,22.00.00,2.5,118.0,109.0
10/06/2004,23.00.00,2.7,115.0,111.5
11/06/2004,00.00.00,1.5,96.0,78.0
11/06/2004,01.00.00,1.1,86.0,65.0
11/06/2004,02.00.00,0.6,65.0,44.5
11/06/2004,04.00.00,0.4,53.0,34.5
11/06/2004,05.00.00,0.6,74.0,49.0
11/06/2004,06.00.00,1.0,69.0,54.5
11/06/2004,07.00.00,4.6,131.0,157.5
11/06/2004,08.00.00,4.8,134.0,163.0
11/06/2004,09.00.00,4.0,148.0,154.0
11/06/2004,12.00.00,2.0,111.0,95.5
11/06/2004,13.00.00,2.0,110.0,95.0
11/06/2004,14.00.00,1.9,110.0,93.0
11/06/2004,15.00.00,1.9,116.0,96.0
11/06/2004,16.00.00,1.9,120.0,98.0
11/06/2004,17.00.00,2.6,142.0,123.0
11/06/2004,18.00.00,3.2,146.0,137.0
11/06/2004,19.00.00,3.4,153.0,144.5
11/06/2004,20.00.00,3.4,158.0,147.0
11/06/2004,21.00.00,2.9,140.0,128.0
11/06/2004,22.00.00,2.7,127.0,117.5
11/06/2004,23.00.00,1.3,97.0,74.5
12/06/2004,00.00.00,1.3,91.0,71.5
12/06/2004,01.00.00,0.9,68.0,52.0
12/06/2004,02.00.00,0.6,52.0,38.0
12/06/2004,04.00.00,0.5,58.0,39.0
12/06/2004,05.00.00,0.9,78.0,57.0
12/06/2004,06.00.00,0.7,61.0,44.5
12/06/2004,07.00.00,0.6,64.0,44.0
12/06/2004,08.00.00,1.3,81.0,66.5
12/06/2004,09.00.00,1.9,92.0,84.0
12/06/2004,10.00.00,2.1,101.0,92.5
12/06/2004,11.00.00,1.8,96.0,84.0
12/06/2004,12.00.00,1.8,101.0,86.5
12/06/2004,13.00.00,1.6,91.0,77.5
12/06/2004,14.00.00,1.2,68.0,58.0
12/06/2004,15.00.00,1.2,76.0,62.0
12/06/2004,16.00.00,1.4,84.0,70.0
12/06/2004,17.00.00,1.3,76.0,64.0
12/06/2004,18.00.00,1.1,61.0,52.5
12/06/2004,19.00.00,1.1,52.0,48.0
12/06/2004,20.00.00,1.1,59.0,51.5
12/06/2004,21.00.00,1.8,89.0,80.5
12/06/2004,22.00.00,2.3,113.0,102.5
12/06/2004,23.00.00,2.6,112.0,108.0
13/06/2004,00.00.00,2.0,89.0,84.5
13/06/2004,01.00.00,1.0,53.0,46.5
13/06/2004,02.00.00,0.6,36.0,30.0
13/06/2004,04.00.00,0.5,39.0,29.5
13/06/2004,05.00.00,0.4,33.0,24.5
13/06/2004,06.00.00,0.4,37.0,26.5
13/06/2004,07.00.00,0.4,36.0,26.0
13/06/2004,08.00.00,0.4,42.0,29.0
13/06/2004,09.00.00,0.5,52.0,36.0
13/06/2004,10.00.00,0.6,60.0,42.0
13/06/2004,11.00.00,0.7,74.0,51.0
13/06/2004,12.00.00,0.7,65.0,46.5
13/06/2004,13.00.00,0.6,52.0,38.0
13/06/2004,14.00.00,0.5,40.0,30.0
13/06/2004,15.00.00,0.6,49.0,36.5
13/06/2004,16.00.00,0.8,56.0,44.0
13/06/2004,17.00.00,0.8,59.0,45.5
13/06/2004,18.00.00,1.0,68.0,54.0
13/06/2004,19.00.00,1.0,72.0,56.0
13/06/2004,20.00.00,1.0,78.0,59.0
13/06/2004,21.00.00,0.9,71.0,53.5
13/06/2004,22.00.00,0.7,54.0,41.0
13/06/2004,23.00.00,0.8,57.0,44.5
14/06/2004,00.00.00,0.7,45.0,36.5
14/06/2004,01.00.00,0.5,30.0,25.0
14/06/2004,02.00.00,0.3,16.0,14.0
14/06/2004,05.00.00,0.3,28.0,20.0
14/06/2004,06.00.00,0.7,62.0,45.0
14/06/2004,07.00.00,1.5,92.0,76.0
14/06/2004,08.00.00,1.8,96.0,84.0
14/06/2004,09.00.00,1.4,87.0,71.5
14/06/2004,10.00.00,1.5,84.0,72.0
14/06/2004,11.00.00,1.2,73.0,60.5
14/06/2004,12.00.00,1.2,72.0,60.0
14/06/2004,13.00.00,1.3,68.0,60.0
14/06/2004,14.00.00,1.0,62.0,51.0
14/06/2004,15.00.00,1.4,70.0,63.0
14/06/2004,16.00.00,1.6,83.0,73.5
14/06/2004,17.00.00,2.7,92.0,100.0
14/06/2004,18.00.00,2.3,103.0,97.5
14/06/2004,19.00.00,1.5,82.0,71.0
14/06/2004,20.00.00,1.4,74.0,65.0
14/06/2004,21.00.00,1.0,67.0,53.5
14/06/2004,22.00.00,1.1,74.0,59.0
14/06/2004,23.00.00,1.2,72.0,60.0
15/06/2004,00.00.00,1.2,79.0,63.5
15/06/2004,01.00.00,0.7,43.0,35.5
15/06/2004,02.00.00,0.5,33.0,26.5
15/06/2004,04.00.00,0.4,38.0,27.0
15/06/2004,05.00.00,0.5,51.0,35.5
15/06/2004,06.00.00,1.0,69.0,54.5
15/06/2004,07.00.00,4.4,116.0,146.0
15/06/2004,08.00.00,4.0,119.0,139.5
15/06/2004,09.00.00,2.4,96.0,96.0
15/06/2004,10.00.00,2.1,109.0,96.5
15/06/2004,11.00.00,2.7,115.0,111.5
15/06/2004,12.00.00,2.8,118.0,115.0
15/06/2004,13.00.00,2.3,118.0,105.0
15/06/2004,14.00.00,2.0,112.0,96.0
15/06/2004,15.00.00,2.6,140.0,122.0
15/06/2004,16.00.00,2.7,137.0,122.5
15/06/2004,17.00.00,3.1,143.0,133.5
15/06/2004,18.00.00,3.1,148.0,136.0
15/06/2004,19.00.00,3.6,158.0,151.0
15/06/2004,20.00.00,2.9,127.0,121.5
15/06/2004,21.00.00,2.2,109.0,98.5
15/06/2004,22.00.00,2.0,101.0,90.5
15/06/2004,23.00.00,2.1,114.0,99.0
16/06/2004,00.00.00,1.9,104.0,90.0
16/06/2004,01.00.00,1.4,81.0,68.5
16/06/2004,02.00.00,0.8,51.0,41.5
16/06/2004,04.00.00,0.6,40.0,32.0
16/06/2004,05.00.00,0.5,34.0,27.0
16/06/2004,06.00.00,1.0,61.0,50.5
16/06/2004,07.00.00,2.7,95.0,101.5
16/06/2004,08.00.00,5.0,142.0,171.0
16/06/2004,09.00.00,3.3,128.0,130.0
16/06/2004,10.00.00,2.4,115.0,105.5
16/06/2004,11.00.00,1.7,84.0,76.0
16/06/2004,12.00.00,1.7,85.0,76.5
16/06/2004,13.00.00,2.4,110.0,103.0
16/06/2004,14.00.00,2.2,107.0,97.5
16/06/2004,15.00.00,2.2,107.0,97.5
16/06/2004,16.00.00,2.3,113.0,102.5
16/06/2004,17.00.00,2.6,107.0,105.5
16/06/2004,18.00.00,2.3,106.0,99.0
16/06/2004,19.00.00,3.3,125.0,128.5
16/06/2004,20.00.00,3.5,139.0,139.5
16/06/2004,21.00.00,2.5,117.0,108.5
16/06/2004,22.00.00,2.5,107.0,103.5
16/06/2004,23.00.00,2.4,98.0,97.0
17/06/2004,00.00.00,2.5,97.0,98.5
17/06/2004,01.00.00,2.1,95.0,89.5
17/06/2004,02.00.00,1.0,68.0,54.0
17/06/2004,05.00.00,0.5,44.0,32.0
17/06/2004,06.00.00,1.3,77.0,64.5
17/06/2004,07.00.00,3.6,100.0,122.0
17/06/2004,08.00.00,4.8,125.0,158.5
17/06/2004,09.00.00,3.7,154.0,151.0
17/06/2004,10.00.00,1.9,125.0,100.5
17/06/2004,11.00.00,1.7,117.0,92.5
17/06/2004,12.00.00,1.9,105.0,90.5
17/06/2004,13.00.00,1.8,103.0,87.5
17/06/2004,14.00.00,1.7,106.0,87.0
17/06/2004,15.00.00,1.8,107.0,89.5
17/06/2004,16.00.00,1.7,102.0,85.0
17/06/2004,17.00.00,2.8,124.0,118.0
17/06/2004,18.00.00,3.6,133.0,138.5
17/06/2004,19.00.00,3.3,125.0,128.5
17/06/2004,20.00.00,2.9,124.0,120.0
17/06/2004,21.00.00,1.7,97.0,82.5
17/06/2004,22.00.00,1.7,94.0,81.0
17/06/2004,23.00.00,2.8,120.0,116.0
18/06/2004,00.00.00,1.8,105.0,88.5
18/06/2004,01.00.00,1.0,81.0,60.5
18/06/2004,02.00.00,0.5,43.0,31.5
18/06/2004,04.00.00,0.3,32.0,22.0
18/06/2004,05.00.00,0.4,36.0,26.0
18/06/2004,06.00.00,0.8,59.0,45.5
18/06/2004,07.00.00,2.2,92.0,90.0
18/06/2004,08.00.00,4.4,121.0,148.5
18/06/2004,09.00.00,3.7,151.0,149.5
18/06/2004,10.00.00,2.5,142.0,121.0
18/06/2004,11.00.00,2.5,141.0,120.5
18/06/2004,12.00.00,2.3,129.0,110.5
18/06/2004,13.00.00,2.0,106.0,93.0
18/06/2004,14.00.00,2.0,125.0,102.5
18/06/2004,15.00.00,2.1,126.0,105.0
18/06/2004,16.00.00,2.4,147.0,121.5
18/06/2004,17.00.00,3.1,180.0,152.0
18/06/2004,18.00.00,2.9,164.0,140.0
18/06/2004,19.00.00,3.5,180.0,160.0
18/06/2004,20.00.00,2.9,153.0,134.5
18/06/2004,21.00.00,1.5,105.0,82.5
18/06/2004,22.00.00,1.7,98.0,83.0
18/06/2004,23.00.00,2.2,107.0,97.5
19/06/2004,00.00.00,1.6,87.0,75.5
19/06/2004,01.00.00,1.0,80.0,60.0
19/06/2004,02.00.00,0.6,62.0,43.0
19/06/2004,04.00.00,0.6,54.0,39.0
19/06/2004,05.00.00,0.5,56.0,38.0
19/06/2004,06.00.00,0.5,62.0,41.0
19/06/2004,07.00.00,0.9,72.0,54.0
19/06/2004,08.00.00,1.4,86.0,71.0
19/06/2004,09.00.00,1.6,99.0,81.5
19/06/2004,10.00.00,1.6,98.0,81.0
19/06/2004,11.00.00,1.7,102.0,85.0
19/06/2004,12.00.00,1.7,84.0,76.0
19/06/2004,13.00.00,1.5,83.0,71.5
19/06/2004,14.00.00,1.2,68.0,58.0
19/06/2004,15.00.00,1.2,63.0,55.5
19/06/2004,16.00.00,1.1,65.0,54.5
19/06/2004,17.00.00,1.0,63.0,51.5
19/06/2004,18.00.00,1.1,56.0,50.0
19/06/2004,19.00.00,1.6,77.0,70.5
19/06/2004,20.00.00,1.7,91.0,79.5
19/06/2004,21.00.00,1.4,70.0,63.0
19/06/2004,22.00.00,1.7,95.0,81.5
19/06/2004,23.00.00,2.4,113.0,104.5
20/06/2004,00.00.00,2.3,109.0,100.5
20/06/2004,01.00.00,1.2,65.0,56.5
20/06/2004,02.00.00,1.0,60.0,50.0
20/06/2004,05.00.00,1.0,60.0,50.0
20/06/2004,06.00.00,0.9,65.0,50.5
20/06/2004,07.00.00,0.8,55.0,43.5
20/06/2004,08.00.00,1.0,66.0,53.0
20/06/2004,09.00.00,1.2,67.0,57.5
20/06/2004,10.00.00,1.2,64.0,56.0
20/06/2004,11.00.00,1.0,59.0,49.5
20/06/2004,12.00.00,1.0,59.0,49.5
20/06/2004,13.00.00,0.6,36.0,30.0
20/06/2004,14.00.00,0.7,35.0,31.5
20/06/2004,15.00.00,0.8,54.0,43.0
20/06/2004,16.00.00,1.1,71.0,57.5
20/06/2004,17.00.00,1.4,86.0,71.0
20/06/2004,18.00.00,2.8,114.0,113.0
20/06/2004,19.00.00,2.5,105.0,102.5
20/06/2004,20.00.00,1.6,87.0,75.5
20/06/2004,21.00.00,1.4,85.0,70.5
20/06/2004,22.00.00,2.3,91.0,91.5
20/06/2004,23.00.00,4.2,108.0,138.0
21/06/2004,00.00.00,3.0,99.0,109.5
21/06/2004,01.00.00,2.2,83.0,85.5
21/06/2004,02.00.00,0.6,36.0,30.0
21/06/2004,04.00.00,0.3,24.0,18.0
21/06/2004,05.00.00,0.5,43.0,31.5
21/06/2004,06.00.00,1.3,64.0,58.0
21/06/2004,07.00.00,2.5,91.0,95.5
21/06/2004,08.00.00,3.7,109.0,128.5
21/06/2004,09.00.00,2.5,110.0,105.0
21/06/2004,10.00.00,1.8,111.0,91.5
21/06/2004,11.00.00,1.5,106.0,83.0
21/06/2004,12.00.00,1.5,104.0,82.0
21/06/2004,13.00.00,1.2,76.0,62.0
21/06/2004,14.00.00,1.4,84.0,70.0
21/06/2004,15.00.00,1.6,102.0,83.0
21/06/2004,16.00.00,1.6,102.0,83.0
21/06/2004,17.00.00,2.2,124.0,106.0
21/06/2004,18.00.00,3.0,147.0,133.5
21/06/2004,19.00.00,3.0,138.0,129.0
21/06/2004,20.00.00,2.7,126.0,117.0
21/06/2004,21.00.00,2.1,112.0,98.0
21/06/2004,22.00.00,1.6,95.0,79.5
21/06/2004,23.00.00,1.3,80.0,66.0
22/06/2004,00.00.00,1.1,79.0,61.5
22/06/2004,01.00.00,0.7,49.0,38.5
22/06/2004,02.00.00,0.4,36.0,26.0
22/06/2004,04.00.00,0.2,40.0,24.0
22/06/2004,05.00.00,0.3,37.0,24.5
22/06/2004,06.00.00,0.9,67.0,51.5
22/06/2004,07.00.00,3.1,106.0,115.0
22/06/2004,08.00.00,5.0,134.0,167.0
22/06/2004,09.00.00,2.8,123.0,117.5
22/06/2004,10.00.00,2.8,136.0,124.0
22/06/2004,11.00.00,2.1,109.0,96.5
22/06/2004,12.00.00,3.1,144.0,134.0
22/06/2004,13.00.00,3.0,154.0,137.0
22/06/2004,14.00.00,2.1,126.0,105.0
22/06/2004,15.00.00,1.7,98.0,83.0
22/06/2004,16.00.00,2.2,120.0,104.0
22/06/2004,17.00.00,3.5,145.0,142.5
22/06/2004,18.00.00,3.6,139.0,141.5
22/06/2004,19.00.00,4.1,148.0,156.0
22/06/2004,20.00.00,4.0,139.0,149.5
22/06/2004,21.00.00,1.8,93.0,82.5
22/06/2004,22.00.00,1.7,96.0,82.0
22/06/2004,23.00.00,2.4,104.0,100.0
23/06/2004,00.00.00,1.2,83.0,65.5
23/06/2004,01.00.00,0.8,66.0,49.0
23/06/2004,02.00.00,0.5,55.0,37.5
23/06/2004,05.00.00,0.4,40.0,28.0
23/06/2004,06.00.00,1.0,51.0,45.5
23/06/2004,07.00.00,3.8,117.0,134.5
23/06/2004,08.00.00,3.2,110.0,119.0
23/06/2004,09.00.00,3.5,136.0,138.0
23/06/2004,10.00.00,3.2,152.0,140.0
23/06/2004,11.00.00,2.3,119.0,105.5
23/06/2004,12.00.00,2.2,106.0,97.0
23/06/2004,13.00.00,2.1,101.0,92.5
23/06/2004,14.00.00,1.9,110.0,93.0
23/06/2004,15.00.00,2.4,124.0,110.0
23/06/2004,16.00.00,2.5,137.0,118.5
23/06/2004,17.00.00,3.6,159.0,151.5
23/06/2004,18.00.00,3.9,152.0,154.0
23/06/2004,19.00.00,4.4,166.0,171.0
23/06/2004,20.00.00,4.8,163.0,177.5
23/06/2004,21.00.00,2.5,121.0,110.5
23/06/2004,22.00.00,2.8,125.0,118.5
23/06/2004,23.00.00,3.2,120.0,124.0
24/06/2004,00.00.00,2.6,103.0,103.5
24/06/2004,01.00.00,1.5,64.0,62.0
24/06/2004,02.00.00,1.0,44.0,42.0
24/06/2004,04.00.00,0.6,35.0,29.5
24/06/2004,05.00.00,0.6,46.0,35.0
24/06/2004,06.00.00,0.7,54.0,41.0
24/06/2004,07.00.00,1.2,68.0,58.0
24/06/2004,08.00.00,1.5,77.0,68.5
24/06/2004,09.00.00,1.3,74.0,63.0
24/06/2004,10.00.00,1.6,92.0,78.0
24/06/2004,11.00.00,1.5,83.0,71.5
24/06/2004,12.00.00,1.2,58.0,53.0
24/06/2004,13.00.00,1.1,55.0,49.5
24/06/2004,14.00.00,1.2,61.0,54.5
24/06/2004,15.00.00,1.3,65.0,58.5
24/06/2004,16.00.00,1.4,74.0,65.0
24/06/2004,17.00.00,1.6,89.0,76.5
24/06/2004,18.00.00,2.1,103.0,93.5
24/06/2004,19.00.00,3.0,128.0,124.0
24/06/2004,20.00.00,2.8,122.0,117.0
24/06/2004,21.00.00,3.8,125.0,138.5
24/06/2004,22.00.00,3.2,119.0,123.5
24/06/2004,23.00.00,4.1,126.0,145.0
25/06/2004,00.00.00,2.6,100.0,102.0
25/06/2004,01.00.00,2.0,94.0,87.0
25/06/2004,02.00.00,0.9,52.0,44.0
25/06/2004,04.00.00,0.6,64.0,44.0
25/06/2004,05.00.00,0.6,46.0,35.0
25/06/2004,06.00.00,1.6,88.0,76.0
25/06/2004,07.00.00,2.6,104.0,104.0
25/06/2004,08.00.00,2.9,125.0,120.5
25/06/2004,09.00.00,2.8,151.0,131.5
25/06/2004,10.00.00,1.9,113.0,94.5
25/06/2004,11.00.00,1.9,102.0,89.0
25/06/2004,12.00.00,2.1,108.0,96.0
25/06/2004,13.00.00,1.9,93.0,84.5
25/06/2004,14.00.00,1.6,89.0,76.5
25/06/2004,15.00.00,1.6,84.0,74.0
25/06/2004,16.00.00,2.1,111.0,97.5
25/06/2004,17.00.00,2.4,115.0,105.5
25/06/2004,18.00.00,2.8,127.0,119.5
25/06/2004,19.00.00,3.4,129.0,132.5
25/06/2004,20.00.00,3.4,140.0,138.0
25/06/2004,21.00.00,2.7,137.0,122.5
25/06/2004,22.00.00,2.6,130.0,117.0
25/06/2004,23.00.00,2.3,121.0,106.5
26/06/2004,00.00.00,1.2,79.0,63.5
26/06/2004,01.00.00,1.0,69.0,54.5
26/06/2004,02.00.00,0.9,61.0,48.5
26/06/2004,05.00.00,0.4,58.0,37.0
26/06/2004,06.00.00,0.9,70.0,53.0
26/06/2004,07.00.00,1.8,104.0,88.0
26/06/2004,08.00.00,2.2,109.0,98.5
26/06/2004,09.00.00,2.4,129.0,112.5
26/06/2004,10.00.00,2.3,144.0,118.0
26/06/2004,11.00.00,1.6,101.0,82.5
26/06/2004,12.00.00,1.4,90.0,73.0
26/06/2004,13.00.00,1.4,86.0,71.0
26/06/2004,14.00.00,1.0,69.0,54.5
26/06/2004,15.00.00,1.0,65.0,52.5
26/06/2004,16.00.00,1.2,73.0,60.5
26/06/2004,17.00.00,1.3,73.0,62.5
26/06/2004,18.00.00,1.5,78.0,69.0
26/06/2004,19.00.00,1.9,98.0,87.0
26/06/2004,20.00.00,1.8,99.0,85.5
26/06/2004,21.00.00,1.4,83.0,69.5
26/06/2004,22.00.00,1.7,88.0,78.0
26/06/2004,23.00.00,2.7,117.0,112.5
27/06/2004,00.00.00,2.1,97.0,90.5
27/06/2004,01.00.00,1.4,75.0,65.5
27/06/2004,02.00.00,1.0,53.0,46.5
27/06/2004,04.00.00,0.8,45.0,38.5
27/06/2004,05.00.00,0.5,42.0,31.0
27/06/2004,06.00.00,0.6,44.0,34.0
27/06/2004,07.00.00,0.6,50.0,37.0
27/06/2004,08.00.00,1.0,60.0,50.0
27/06/2004,09.00.00,1.6,100.0,82.0
27/06/2004,10.00.00,1.9,111.0,93.5
27/06/2004,11.00.00,1.7,110.0,89.0
27/06/2004,12.00.00,1.1,74.0,59.0
27/06/2004,13.00.00,0.8,56.0,44.0
27/06/2004,14.00.00,0.7,50.0,39.0
27/06/2004,15.00.00,0.7,54.0,41.0
27/06/2004,16.00.00,1.2,90.0,69.0
27/06/2004,17.00.00,1.6,109.0,86.5
27/06/2004,18.00.00,1.6,110.0,87.0
27/06/2004,19.00.00,1.7,103.0,85.5
27/06/2004,20.00.00,2.0,120.0,100.0
27/06/2004,21.00.00,2.3,134.0,113.0
27/06/2004,22.00.00,2.4,137.0,116.5
27/06/2004,23.00.00,1.7,99.0,83.5
28/06/2004,00.00.00,1.2,78.0,63.0
28/06/2004,01.00.00,1.0,63.0,51.5
28/06/2004,02.00.00,0.6,41.0,32.5
28/06/2004,04.00.00,0.4,39.0,27.5
28/06/2004,05.00.00,0.5,60.0,40.0
28/06/2004,06.00.00,0.7,54.0,41.0
28/06/2004,07.00.00,3.2,119.0,123.5
28/06/2004,08.00.00,5.6,159.0,191.5
28/06/2004,09.00.00,4.6,182.0,183.0
28/06/2004,10.00.00,3.3,183.0,157.5
28/06/2004,11.00.00,2.1,144.0,114.0
28/06/2004,12.00.00,1.9,118.0,97.0
28/06/2004,13.00.00,1.9,106.0,91.0
28/06/2004,14.00.00,1.6,97.0,80.5
28/06/2004,15.00.00,2.0,129.0,104.5
28/06/2004,16.00.00,1.8,130.0,101.0
28/06/2004,17.00.00,2.9,163.0,139.5
28/06/2004,18.00.00,3.4,160.0,148.0
28/06/2004,19.00.00,3.1,140.0,132.0
28/06/2004,20.00.00,2.5,115.0,107.5
28/06/2004,21.00.00,1.8,92.0,82.0
28/06/2004,22.00.00,1.8,99.0,85.5
28/06/2004,23.00.00,2.0,96.0,88.0
29/06/2004,00.00.00,1.5,80.0,70.0
29/06/2004,01.00.00,0.8,65.0,48.5
29/06/2004,02.00.00,0.4,46.0,31.0
29/06/2004,05.00.00,0.5,54.0,37.0
29/06/2004,06.00.00,0.7,62.0,45.0
29/06/2004,07.00.00,3.4,102.0,119.0
29/06/2004,08.00.00,5.7,140.0,184.0
29/06/2004,09.00.00,3.2,121.0,124.5
29/06/2004,10.00.00,2.7,132.0,120.0
29/06/2004,11.00.00,2.1,122.0,103.0
29/06/2004,12.00.00,2.8,148.0,130.0
29/06/2004,13.00.00,2.5,133.0,116.5
29/06/2004,14.00.00,2.1,130.0,107.0
29/06/2004,15.00.00,2.5,141.0,120.5
29/06/2004,16.00.00,2.7,172.0,140.0
29/06/2004,17.00.00,3.7,198.0,173.0
29/06/2004,18.00.00,3.7,181.0,164.5
29/06/2004,19.00.00,4.6,202.0,193.0
29/06/2004,20.00.00,2.6,120.0,112.0
29/06/2004,21.00.00,2.5,115.0,107.5
29/06/2004,22.00.00,2.3,112.0,102.0
29/06/2004,23.00.00,2.2,97.0,92.5
30/06/2004,00.00.00,2.5,100.0,100.0
30/06/2004,01.00.00,0.9,47.0,41.5
30/06/2004,02.00.00,0.8,44.0,38.0
30/06/2004,04.00.00,0.5,42.0,31.0
30/06/2004,05.00.00,0.7,57.0,42.5
30/06/2004,06.00.00,0.9,61.0,48.5
30/06/2004,07.00.00,2.2,106.0,97.0
30/06/2004,08.00.00,2.8,136.0,124.0
30/06/2004,09.00.00,2.9,157.0,136.5
30/06/2004,10.00.00,2.9,171.0,143.5
30/06/2004,11.00.00,3.0,190.0,155.0
30/06/2004,12.00.00,2.5,155.0,127.5
30/06/2004,13.00.00,2.3,139.0,115.5
30/06/2004,14.00.00,2.1,152.0,118.0
30/06/2004,15.00.00,1.9,143.0,109.5
30/06/2004,16.00.00,2.3,168.0,130.0
30/06/2004,17.00.00,4.2,226.0,197.0
30/06/2004,18.00.00,4.9,207.0,201.5
30/06/2004,19.00.00,4.9,197.0,196.5
30/06/2004,20.00.00,3.5,158.0,149.0
30/06/2004,21.00.00,2.5,124.0,112.0
30/06/2004,22.00.00,2.5,110.0,105.0
30/06/2004,23.00.00,2.6,112.0,108.0
01/07/2004,00.00.00,2.3,102.0,97.0
01/07/2004,01.00.00,1.5,77.0,68.5
01/07/2004,02.00.00,0.9,50.0,43.0
01/07/2004,04.00.00,0.6,40.0,32.0
01/07/2004,05.00.00,0.8,66.0,49.0
01/07/2004,06.00.00,0.9,60.0,48.0
01/07/2004,07.00.00,2.4,85.0,90.5
01/07/2004,08.00.00,3.9,120.0,138.0
01/07/2004,09.00.00,2.9,134.0,125.0
01/07/2004,10.00.00,2.7,149.0,128.5
01/07/2004,11.00.00,2.0,125.0,102.5
01/07/2004,12.00.00,2.4,132.0,114.0
01/07/2004,13.00.00,2.0,114.0,97.0
01/07/2004,14.00.00,1.8,110.0,91.0
01/07/2004,15.00.00,1.9,121.0,98.5
01/07/2004,16.00.00,1.8,127.0,99.5
